"Prime Contract ID","Contract Includes Sub Vendors","Vendor Record Type","Prime Vendor","Prime Vendor M/WBE Category","Prime Contract Purpose","Prime Contract Current Amount","Prime Contract Original Amount","Prime Vendor Spend to Date","Prime Contract Start Date","Prime Contract End Date","Prime Contract Registration Date","Prime Woman Owned Business","Prime Emerging Business","Prime Contracting Agency","OCA Number","Prime Contract Version","FMS Document/Parent Contract ID","Prime Contract Type","Prime Contract Award Method","Prime Contract Expense Category","Prime Contract Industry","Prime Contract PIN","Prime Contract APT PIN","% COVID Spending","% Other Spending","Sub Vendor","Sub Vendor M/WBE Category","Sub Contract Purpose","Subcontract Status","Sub Contract Industry","Sub Contract Current Amount","Sub Contract Original Amount","Sub Vendor Paid to Date","Sub Contract Start Date","Sub Contract End Date","Sub Contract Reference ID","Sub Woman Owned Business","Sub Emerging Business"
CT181620211424916,No Data Entered,Prime Vendor,MPG Consulting LCSW PLLC,Black American,provide Mental Health Support Service to reduce gun violence,1518100.81,640000.00,1140939.99,2021-01-01,2023-12-31,2021-06-23,Yes,No ,Department of Health and Mental Hygiene,,15,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81621N8329KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211424230,No Data Entered,Prime Vendor,CAMBA INC,Non-M/WBE,NY 15/15 Congregate Supportive Housing,8203125.00,6562500.00,2636531.69,2021-05-01,2026-04-30,2021-06-09,No ,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,RFP FROM A PQVL,MENTAL HYGIENE SERVICES,Human Services,81621P8367KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211424168,Yes,Prime Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,To support community vaccination serv. required thru 6/30/22,10685999.76,5000000.00,6487185.00,2021-02-22,2023-06-30,2021-06-02,No ,No ,Department of Health and Mental Hygiene,,13,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,PROF SERV OTHER,Goods,21ID058301R0L01,"",60.43,0.27,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211424168,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,To support community vaccination serv. required thru 6/30/22,0.00,0.00,0.00,2021-02-22,2023-06-30,2021-06-02,No ,No ,Department of Health and Mental Hygiene,,25,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Goods,21ID058301R0L01,"",-,-,CURE STAFFING INC,Women (Non-Minority),Staffing Agency,ACCO Reviewing Subcontract,Professional Services,1600000.00,1600000.00,0.00,2021-02-22,2022-02-21,001,Yes,No 
CT181620211424168,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,To support community vaccination serv. required thru 6/30/22,0.00,0.00,0.00,2021-02-22,2023-06-30,2021-06-02,No ,No ,Department of Health and Mental Hygiene,,25,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Goods,21ID058301R0L01,"",-,-,"Medix Staffing Solutions, Inc.",Non-M/WBE,Staffing Agency,ACCO Reviewing Subcontract,Professional Services,1100000.00,1100000.00,0.00,2021-02-22,2022-02-21,004,No ,No 
CT181620211424168,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,To support community vaccination serv. required thru 6/30/22,0.00,0.00,0.00,2021-02-22,2023-06-30,2021-06-02,No ,No ,Department of Health and Mental Hygiene,,25,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Goods,21ID058301R0L01,"",-,-,EXECU-SEARCH HOLDINGS LLC,Non-M/WBE,Staffing Agency,ACCO Reviewing Subcontract,Professional Services,550000.00,550000.00,0.00,2021-02-22,2022-02-21,003,No ,No 
CT181620211424168,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,To support community vaccination serv. required thru 6/30/22,0.00,0.00,0.00,2021-02-22,2023-06-30,2021-06-02,No ,No ,Department of Health and Mental Hygiene,,25,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Goods,21ID058301R0L01,"",-,-,CompleteStaffing Solutions Inc,Non-M/WBE,Staffing Agency,ACCO Reviewing Subcontract,Professional Services,350000.00,350000.00,0.00,2021-02-22,2022-02-21,002,No ,No 
CT181620211423958,Not Required,Prime Vendor,NEW YORK MEDICAL COLLEGE,Non-M/WBE,Preventive Medicine Residency Program Graduate Schools,42028.83,42028.83,0.00,2021-01-01,2026-12-31,2021-05-29,No ,No ,Department of Health and Mental Hygiene,1011259822,2,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,PROF SERV OTHER,Human Services,81620N0010002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211423928,No Data Entered,Prime Vendor,Downton Care ltd,Women (Non-Minority),Temporary Medical Staff - ERRS #012818,6576000.00,3000000.00,4284459.24,2021-01-29,2023-06-30,2021-05-19,Yes,No ,Department of Health and Mental Hygiene,,24,-,CONSULTANT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, TEMPORARY SERVICES",Professional Services,21PH052601R0Z01,"",60.44,37.58,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211423238,Not Required,Prime Vendor,"UP TO DATE, INC.",Non-M/WBE,Renewal Authorized Users access: Licensed Materials service,77896.00,77896.00,77896.00,2020-07-01,2023-06-30,2021-05-24,No ,No ,Department of Health and Mental Hygiene,1013126092,4,-,SUBSCRIPTIONS,RENEWAL OF CONTRACT,CONTRACTUAL SERVICES GENERAL,Human Services,81617U0037001R001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211423134,Not Required,Prime Vendor,DELUXE DELIVERY SYSTEMS INC,Asian American,Delivery of non-medical equipment/supplies,95000.00,5000.00,55936.46,2021-05-01,2024-06-30,2021-05-06,No ,No ,Department of Health and Mental Hygiene,,8,-,WORK/LABOR,M/WBE SMALL PURCHASE,POSTAGE,Standardized Services,816-FCHB-21-1640-N00,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211422816,No Data Entered,Prime Vendor,TPF NURSING REGISTRY INC,Non-M/WBE,COVID-19 Temporary Medical Staff for Vaccine Distribution Si,3000000.00,3000000.00,2925687.00,2021-01-28,2023-06-30,2021-05-04,No ,No ,Department of Health and Mental Hygiene,,15,-,CONSULTANT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, TEMPORARY SERVICES",Professional Services,21PH053101R0T02,"",23.96,73.56,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211422803,No Data Entered,Prime Vendor,RICHMOND MEDICAL CENTER,Non-M/WBE,Mental health support services to reduce gun violence,350000.00,200000.00,300000.00,2021-01-01,2023-12-31,2021-05-27,No ,No ,Department of Health and Mental Hygiene,,7,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81621N8324KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211422684,Not Required,Prime Vendor,"USC ENVIRONMENTAL, INC.",Hispanic American,"Renewal of Services for Testing, Adjusting -Report Air/ Wate",150000.00,150000.00,0.00,2020-12-01,2022-11-30,2021-05-20,Yes,No ,Department of Health and Mental Hygiene,,8,-,REQUIREMENTS-SERVICES,RENEWAL OF CONTRACT,"MAINT & OPER OF INFRASTRUCTURE, PROF SERV OTHER",Professional Services,81617B0004001R001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211422578,No Data Entered,Prime Vendor,WHITE GLOVE PLACEMENT INC,Non-M/WBE,COVID-19 Temporary Medical Staff for Vaccine Distribution Si,4907000.00,3000000.00,4697890.77,2021-01-28,2023-06-30,2021-05-04,No ,No ,Department of Health and Mental Hygiene,,16,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Goods,816-21PH052901R0T01,"",9.54,89.91,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211421586,Not Required,Prime Vendor,Hewlett Packard Enterprise,Non-M/WBE,HPE server maintenance and support,136299.30,130058.64,115099.45,2020-10-21,2025-10-31,2021-05-06,No ,No ,Department of Health and Mental Hygiene,,10,-,WORK/LABOR,INTERGOVERNMENTAL PROCUREMENT,"DATA PROCESSING EQUIPMENT MAINTENANCE, MAINT & REP GENERAL",Professional Services,81621G8301KXL,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420896,No Data Entered,Prime Vendor,MEDRITE MEDICAL CARE PC DBA MEDRITE URGENT CARE,Non-M/WBE,Vaccination Services administering COVID-19 vaccine,36129000.00,5000000.00,25199730.80,2021-01-01,2023-06-30,2021-04-02,No ,No ,Department of Health and Mental Hygiene,,22,-,PROGRAMS,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,21ID053301R0A01,"",68.04,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420821,No Data Entered,Prime Vendor,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,Non-M/WBE,Provide Master's Public Health: Preventive Medicine Program,651447.60,651447.60,101503.60,2021-01-01,2026-12-31,2021-04-29,No ,No ,Department of Health and Mental Hygiene,,5,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"OTHR SERV AND CHRGS-GENERAL, PROF SERV OTHER",Human Services,81620N0010008,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420734,No Data Entered,Prime Vendor,LONG ISLAND JEWISH MEDICAL CENTER,Non-M/WBE,Comprehensive primary preventive care to students,7628444.25,6000000.00,2108255.50,2021-05-01,2030-04-30,2021-04-26,No ,No ,Department of Health and Mental Hygiene,,10,-,REQUIREMENTS-SERVICES,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8359KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420687,No Data Entered,Prime Vendor,NEW YORK AND PRESBYTERIAN HOSPITAL,Non-M/WBE,Comprehensive primary preventive care to students,6000000.00,6000000.00,1307339.09,2021-05-01,2030-04-30,2021-04-27,No ,No ,Department of Health and Mental Hygiene,,15,-,REQUIREMENTS-SERVICES,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8360KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420686,No Data Entered,Prime Vendor,THE MOUNT SINAI HOSPITAL,Non-M/WBE,Comprehensive primary preventive care to students,7500000.00,6000000.00,1215100.14,2021-05-01,2030-04-30,2021-04-23,No ,No ,Department of Health and Mental Hygiene,,10,-,REQUIREMENTS-SERVICES,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8358KXL,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420674,No Data Entered,Prime Vendor,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,Non-M/WBE,NY 15/15 CONGREGATE SUPPORTIVE HOUSING SINGLE ADULTS,6562500.00,5250000.00,3285815.29,2021-02-01,2026-01-31,2021-04-29,No ,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,RFP FROM A PQVL,MENTAL HYGIENE SERVICES,Human Services,81621P8362KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420538,Not Required,Prime Vendor,GCOM SOFTWARE LLC,Non-M/WBE,ERRS 9705 task13040 and ERRS 9833.  eVital system enhancemen,226500.00,226500.00,200250.00,2020-07-24,2022-07-23,2021-04-05,Yes,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,81621E0022001,"",88.41,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420401,No Data Entered,Prime Vendor,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,Non-M/WBE,Comprehensive primary preventive care to students,7500000.00,6000000.00,0.00,2021-03-01,2030-02-28,2021-04-19,No ,No ,Department of Health and Mental Hygiene,1014286268,4,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8357KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420236,No Data Entered,Prime Vendor,URBAN HEALTH PLAN INC,Non-M/WBE,School Based Health Center Services,7500000.00,6000000.00,1127482.27,2021-03-01,2030-02-28,2021-04-14,No ,No ,Department of Health and Mental Hygiene,,8,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8355KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420206,No Data Entered,Prime Vendor,LA CASA DE SALUD,Non-M/WBE,Comprehensive primary preventive care to students,7500000.00,6000000.00,0.00,2021-03-01,2030-02-28,2021-04-19,No ,No ,Department of Health and Mental Hygiene,1014232530,3,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8356KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211420141,No Data Entered,Prime Vendor,Meridian Knowledge Solutions LLC,Non-M/WBE,"Health Academy, BEI, and other agency use.",847931.87,690782.87,829526.35,2020-07-01,2023-06-30,2021-04-16,No ,No ,Department of Health and Mental Hygiene,,22,-,CONSULTANT,INTERGOVERNMENTAL PROCUREMENT,"CONTRACTUAL SERVICES GENERAL, DATA PROCESSING SUPPLIES, PURCH DATA PROCESSING EQUIPT",Professional Services,81621G8300KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211418950,Not Required,Prime Vendor,QIAGEN LLC,Non-M/WBE,EZ1 & QIACUBE MAINTENANCE & REPAIR SERVICES,164115.00,140361.00,144320.00,2020-07-01,2023-06-30,2021-04-05,No ,No ,Department of Health and Mental Hygiene,,7,-,WORK/LABOR,SOLE SOURCE,MAINT & REP GENERAL,Not Classified,81621S8010KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211418856,No Data Entered,Prime Vendor,IDEMIA IDENTITY & SECURITY USA LLC,Non-M/WBE,Replacement of Automated Fingerprint Identification System,290222.00,290222.00,290222.00,2021-01-01,2023-12-31,2021-04-01,No ,No ,Department of Health and Mental Hygiene,1010847590,1,-,WORK/LABOR,INTERGOVERNMENTAL PROCUREMENT,CAPITAL PURCHASED EQUIPMENT,Not Classified,81621O0011001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211418752,Not Required,Prime Vendor,GOTHAM PER DIEM INC,Non-M/WBE,Gotham Per Diem COVID-19 Mortuary Services Emergency Contrac,5259800.00,5259800.00,67579.25,2021-03-02,2023-03-03,2021-03-05,Yes,No ,Department of Health and Mental Hygiene,1011887387,6,-,OTHERS,EMERGENCY,PROF SERV OTHER,Not Classified,81621E0058001,"",1.28,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211418466,Not Required,Prime Vendor,"ILLUMINA, INC",Non-M/WBE,SERVICE AGREEMENT FOR ILLUMINA NEXSEQ SYSTEM,69650.00,69650.00,69650.00,2020-08-01,2022-07-31,2021-03-22,No ,No ,Department of Health and Mental Hygiene,1011475451,3,-,WORK/LABOR,SOLE SOURCE,MAINT & REP GENERAL,Not Classified,81620S0019001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211417956,No Data Entered,Prime Vendor,MORRIS HGTS HLTH CTR,Non-M/WBE,Comprehensive primary preventive care to students,6785154.00,6000000.00,1958852.45,2021-02-01,2030-01-31,2021-03-17,No ,No ,Department of Health and Mental Hygiene,,14,-,REQUIREMENTS-SERVICES,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8353KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211417882,Yes,Prime Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,7850039.00,5275000.00,6644590.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,16,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",84.56,0.09,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,"Medix Staffing Solutions, Inc.",Non-M/WBE,Staffing Agency,ACCO Reviewing Subcontract,Professional Services,990000.00,990000.00,0.00,2020-11-23,2022-12-31,001,No ,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,CompleteStaffing Solutions Inc,Non-M/WBE,Staffing Agency,ACCO Reviewing Subcontract,Professional Services,350000.00,350000.00,0.00,2020-11-23,2022-12-31,002,No ,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,Histopathology Services LLC,Non-M/WBE,Pathology of COVID tests,ACCO Reviewing Subcontract,Professional Services,1500000.00,1500000.00,0.00,2020-11-23,2022-12-31,003,No ,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,POPLAR HEALTHCARE PLLC,Non-M/WBE,Lab services for COVID Testing,ACCO Reviewing Subcontract,Professional Services,1000000.00,1000000.00,0.00,2020-11-23,2022-12-31,006,No ,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,POPLAR HEALTHCARE PLLC,Non-M/WBE,Pathology of COVID Testing,ACCO Reviewing Subcontract,Professional Services,1000000.00,1000000.00,0.00,2020-11-23,2022-12-31,005,No ,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,CURE STAFFING INC,Women (Non-Minority),Staffing Agency,ACCO Reviewing Subcontract,Professional Services,1525000.00,1525000.00,0.00,2020-11-23,2022-12-31,004,Yes,No 
CT181620211417882,Yes,Sub Vendor,MOBILE HEALTH MEDICAL SERVICES PC,Non-M/WBE,ERRS#11622 Specimen Collection in Residential Settings,0.00,0.00,0.00,2020-11-23,2022-12-31,2021-03-18,No ,No ,Department of Health and Mental Hygiene,,17,-,WORK/LABOR,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Human Services,21DA047101R0Z03,"",-,-,EXECU-SEARCH HOLDINGS LLC,Non-M/WBE,Staffing Agency,ACCO Reviewing Subcontract,Professional Services,490000.00,490000.00,0.00,2020-11-23,2022-12-31,007,No ,No 
CT181620211417418,No Data Entered,Prime Vendor,JAMAICA HOSPITAL MEDICAL CENTER,Non-M/WBE,CPEP based Mobile Crisis Team,2333100.00,2333100.00,1200348.05,2021-01-01,2024-06-30,2021-02-26,No ,No ,Department of Health and Mental Hygiene,,11,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,MENTAL HYGIENE SERVICES,Human Services,81621N8314KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211416084,Yes,Prime Vendor,MONTEFIORE MEDICAL CENTER,Non-M/WBE,School Based Health Center Services,17961761.25,6000000.00,4012314.74,2021-02-01,2030-01-31,2021-02-12,No ,No ,Department of Health and Mental Hygiene,,14,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8342KXLA002,"",-,,-,-,-,No Subcontract Information Submitted,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415917,No Data Entered,Prime Vendor,HARLEM COMMUNITY & ACADEMIC PARTNERSHIP,Non-M/WBE,Community Emergency Network (CEN) Leaders.,357000.00,357000.00,248500.00,2021-03-01,2027-02-28,2021-02-26,No ,No ,Department of Health and Mental Hygiene,,4,-,WORK/LABOR,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Professional Services,81620P0008001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415587,No Data Entered,Prime Vendor,"RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC.",Non-M/WBE,Training and Practice Implementation Institute,3750000.00,3750000.00,2889875.00,2021-03-01,2026-02-28,2021-02-16,No ,No ,Department of Health and Mental Hygiene,,12,-,CONSULTANT,REQUEST FOR  PROPOSAL (RFP),MENTAL HYGIENE SERVICES,Standardized Services,81619P0010001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415346,No Data Entered,Prime Vendor,GOODWILL INDUSTRIES OF GREATER NY & NORTHERN NEW JERSEY INC,Non-M/WBE,FY21 Assignment from Urban Resource to Goodwill Industries,722168.00,722168.00,97860.52,2021-01-01,2023-06-30,2021-02-01,No ,No ,Department of Health and Mental Hygiene,,14,-,PROGRAMS,ASSIGNMENT,MENTAL HYGIENE SERVICES,Human Services,81621M0003001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415273,No Data Entered,Prime Vendor,BANNON CONSULTING SERVICES LLC,Non-M/WBE,Enhancing Detection for COVID-19,437902.50,105640.00,236976.00,2020-07-19,2022-07-18,2021-01-20,No ,No ,Department of Health and Mental Hygiene,,15,-,CONSULTANT,EMERGENCY,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81621E0020001A003,"",54.12,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415211,No Data Entered,Prime Vendor,GOOD OLD LOWER EAST SIDE INC,Non-M/WBE,Community Emergency Network (CEN) Leaders,360000.00,360000.00,263500.00,2021-03-01,2027-02-28,2021-02-17,No ,No ,Department of Health and Mental Hygiene,,4,-,WORK/LABOR,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Professional Services,81620P0008004,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415107,No Data Entered,Prime Vendor,"FUND FOR THE CITY OF NEW YORK, INC.",Non-M/WBE,Community Emergency Network (CEN) Leaders,342000.00,342000.00,239000.00,2021-03-01,2027-02-28,2021-01-22,No ,No ,Department of Health and Mental Hygiene,,5,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Human Services,81620P0008005,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415095,Yes,Prime Vendor,CENTER FOR URBAN COMMUNITY SERVICES INC,Non-M/WBE,Congregate Supported Housing,17671500.00,17401710.00,4304176.52,2020-07-01,2035-06-30,2021-02-19,No ,No ,Department of Health and Mental Hygiene,,12,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),MENTAL HYGIENE SERVICES,Human Services,81621P8345KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415095,Yes,Sub Vendor,CENTER FOR URBAN COMMUNITY SERVICES INC,Non-M/WBE,Congregate Supported Housing,0.00,0.00,0.00,2020-07-01,2035-06-30,2021-02-19,No ,No ,Department of Health and Mental Hygiene,,22,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),MENTAL HYGIENE SERVICES,Human Services,81621P8345KXLA002,"",-,-,JANIAN MEDICAL CARE PC,Non-M/WBE,"Provide Medical Services: Psychiatry, Primary Care & nursing as per contract budget.",No Subcontract Payments Submitted,Professional Services,75924.00,75924.00,0.00,2020-07-01,2021-06-30,001,No ,No 
CT181620211415063,No Data Entered,Prime Vendor,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,Non-M/WBE,Community Emergency Network (CEN) Leaders,360000.00,360000.00,251000.00,2021-03-01,2027-02-28,2021-03-10,No ,No ,Department of Health and Mental Hygiene,,4,-,WORK/LABOR,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Professional Services,81620P0008002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211415047,No Data Entered,Prime Vendor,STATEN ISLAND NFP ASSOCIATION INC,Non-M/WBE,Community Emergency Network (CEN) Leaders,360000.00,360000.00,251000.00,2021-03-01,2027-02-28,2021-02-26,No ,No ,Department of Health and Mental Hygiene,,3,-,WORK/LABOR,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Professional Services,81620P0008003,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211414986,No Data Entered,Prime Vendor,ST. BARNABAS HOSPITAL,Non-M/WBE,Colon Cancer Screening Navigation,831249.97,664999.98,360895.11,2021-02-01,2027-01-31,2021-01-20,No ,No ,Department of Health and Mental Hygiene,,11,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),CONTRACTUAL SERVICES GENERAL,Human Services,81621P8339KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211414836,Yes,Prime Vendor,HEALTHQUEST ESOTERICS INC,Non-M/WBE,Serial testing of staff that are unvaccinated.,18752147.74,2938300.00,15305299.42,2020-06-03,2023-06-02,2021-01-12,No ,No ,Department of Health and Mental Hygiene,,19,-,SUPPLIES/MATERIALS/EQUIPMENT,EMERGENCY,CONTRACTUAL SERVICES GENERAL,Goods,81621E0008001A002,"",81.62,,-,-,-,No Subcontract Information Submitted,-,0.00,0.00,0.00,-,-,-,No ,No 
